resource.data_updated_at,permalink,resource.id,resource.name,resource.columns_name,column_count,resource.description,resource.download_count,resource.page_views.page_views_last_week
2025-02-04T19:28:46.000Z,https://data.cdc.gov/d/p7se-k3ix,p7se-k3ix,"DQS Death rates for suicide, by sex, race, Hispanic origin, and age: United States from CDC WONDER","['GROUP_ORDER', 'TIME_PERIOD', 'TOPIC', 'ESTIMATE_TYPE', 'SUBGROUP_ORDER', 'TIME_PERIOD_ID', 'CLASSIFICATION', 'STANDARD_ERROR', 'GROUP', 'FOOTNOTE_ID_LIST', 'ESTIMATE_UCI', 'FLAG', 'CLASSIFICATION_ID', 'SUBTOPIC_ID', 'GROUP_ID', 'ESTIMATE', 'ESTIMATE_LCI', 'ESTIMATE_TYPE_ID', 'SUBGROUP', 'SUBTOPIC', 'SUBGROUP_ID']",21,"Data on death rates for suicide in the United States, by age, sex, race, and Hispanic origin. Data are from Health, United States. SOURCE: National Center for Health Statistics, National Vital Statistics System, Mortality File.
Search, visualize, and download these and other estimates from over 120 health topics with the NCHS Data Query System (DQS), available from: https://www.cdc.gov/nchs/dataquery/index.htm.",300,12
2025-03-21T16:26:52.000Z,https://data.cdc.gov/d/xnjn-rdmd,xnjn-rdmd,Preliminary Estimates of Cumulative COVID-19-associated Hospitalizations by Week for 2024-2025,"['Low', 'Date', 'Burden', 'Season', 'High']",5,"This dataset represents preliminary weekly estimates of cumulative U.S. COVID-19-associated hospitalizations for the 2024-2025 period. The weekly cumulatve COVID-19 –associated hospitalization estimates are preliminary, and use reported weekly hospitalizations among laboratory-confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections. The data are updated week-by-week as new COVID-19 hospitalizations are reported to CDC from the COVID-NET system and include both new admissions that occurred during the reporting week, as well as those admitted in previous weeks that may not have been included in earlier reporting. Each week CDC estimates a range (i.e., lower estimate and an upper estimate) of COVID-19 -associated hospitalizations that have occurred since October 1, 2024. For details, please refer to the publication [7]. 
 
<b>Note:</b> Data are preliminary and subject to change as more data become available. Rates for recent COVID-19-associated hospital admissions are subject to reporting delays; as new data are received each week, previous rates are updated accordingly.

<b>References</b>
<ol><li>Reed C, Chaves SS, Daily Kirley P, et al. Estimating influenza disease burden from population-based surveillance data in the United States. PLoS One. 2015;10(3):e0118369. https://doi.org/10.1371/journal.pone.0118369  </li><li>Rolfes, MA, Foppa, IM, Garg, S, et al. Annual estimates of the burden of seasonal influenza in the United States: A tool for strengthening influenza surveillance and preparedness. Influenza Other Respi Viruses. 2018; 12: 132– 137. https://doi.org/10.1111/irv.12486</li><li>Tokars  JI, Rolfes  MA, Foppa  IM, Reed  C.  An evaluation and update of methods for estimating the number of influenza cases averted by vaccination in the United States.   Vaccine. 2018;36(48):7331-7337. doi:10.1016/j.vaccine.2018.10.026 </li><li>Collier SA, Deng L, Adam EA, Benedict KM, Beshearse EM, Blackstock AJ, Bruce BB, Derado G, Edens C, Fullerton KE, Gargano JW, Geissler AL, Hall AJ, Havelaar AH, Hill VR, Hoekstra RM, Reddy SC, Scallan E, Stokes EK, Yoder JS, Beach MJ. Estimate of Burden and Direct Healthcare Cost of Infectious Waterborne Disease in the United States. Emerg Infect Dis. 2021 Jan;27(1):140-149. doi: 10.3201/eid2701.190676. PMID: 33350905; PMCID: PMC7774540.</li><li>Reed C, Kim IK, Singleton JA,  et al. Estimated influenza illnesses and hospitalizations averted by vaccination–United States, 2013-14 influenza season. MMWR Morb Mortal Wkly Rep. 2014 Dec 12;63(49):1151-4. https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6349a2.htm </li><li>Reed C, Angulo FJ, Swerdlow DL, et al. Estimates of the Prevalence of Pandemic (H1N1) 2009, United States, April–July 2009. Emerg Infect Dis. 2009;15(12):2004-2007. https://dx.doi.org/10.3201/eid1512.091413  </li><li>Devine O, Pham H, Gunnels B, et al. Extrapolating Sentinel Surveillance Information to Estimate National COVID-19 Hospital Admission Rates: A Bayesian Modeling Approach. Influenza and Other Respiratory Viruses. https://onlinelibrary.wiley.com/doi/10.1111/irv.70026. Volume18, Issue10. October 2024.</li><li><a ref=""https://www.cdc.gov/covid/php/covid-net/index.html"">COVID-NET | COVID-19 | CDC </a></li><li>https://www.cdc.gov/covid/hcp/clinical-care/systematic-review-process.html  </li><li><a ref=""https://academic.oup.com/pnasnexus/article/1/3/pgac079/6604394?login=false"">Excess natural-cause deaths in California by cause and setting: March 2020 through February 2021 | PNAS Nexus | Oxford Academic (oup.com)</a></li><li>Kruschke, J. K. 2011. Doing Bayesian data analysis: a tutorial with R and BUGS. Elsevier, Amsterdam, Section 3.3.5.</li></ol>",291,35
2025-03-21T16:27:01.000Z,https://data.cdc.gov/d/ahrf-yqdt,ahrf-yqdt,Preliminary 2024-2025 U.S. COVID-19 Burden Estimates,"['Season', 'High', 'Burden', 'Low', 'Date']",5,"This dataset represents preliminary estimates of cumulative U.S. COVID-19 disease burden for the 2024-2025 period, including illnesses, outpatient visits, hospitalizations, and deaths. The weekly COVID-19-associated burden estimates are preliminary and based on continuously collected surveillance data from patients hospitalized with laboratory-confirmed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections. The data come from the Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET), a surveillance platform that captures data from hospitals that serve about 10% of the U.S. population. Each week CDC estimates a range (i.e., lower estimate and an upper estimate) of COVID-19 -associated burden that have occurred since October 1, 2024. 

<b>Note:</b> Data are preliminary and subject to change as more data become available. Rates for recent COVID-19-associated hospital admissions are subject to reporting delays; as new data are received each week, previous rates are updated accordingly.

<b>References</b>
<ol><li>Reed C, Chaves SS, Daily Kirley P, et al. Estimating influenza disease burden from population-based surveillance data in the United States. PLoS One. 2015;10(3):e0118369. https://doi.org/10.1371/journal.pone.0118369  </li><li>Rolfes, MA, Foppa, IM, Garg, S, et al. Annual estimates of the burden of seasonal influenza in the United States: A tool for strengthening influenza surveillance and preparedness. Influenza Other Respi Viruses. 2018; 12: 132– 137. https://doi.org/10.1111/irv.12486</li><li>Tokars  JI, Rolfes  MA, Foppa  IM, Reed  C.  An evaluation and update of methods for estimating the number of influenza cases averted by vaccination in the United States.   Vaccine. 2018;36(48):7331-7337. doi:10.1016/j.vaccine.2018.10.026 </li><li>Collier SA, Deng L, Adam EA, Benedict KM, Beshearse EM, Blackstock AJ, Bruce BB, Derado G, Edens C, Fullerton KE, Gargano JW, Geissler AL, Hall AJ, Havelaar AH, Hill VR, Hoekstra RM, Reddy SC, Scallan E, Stokes EK, Yoder JS, Beach MJ. Estimate of Burden and Direct Healthcare Cost of Infectious Waterborne Disease in the United States. Emerg Infect Dis. 2021 Jan;27(1):140-149. doi: 10.3201/eid2701.190676. PMID: 33350905; PMCID: PMC7774540.</li><li>Reed C, Kim IK, Singleton JA,  et al. Estimated influenza illnesses and hospitalizations averted by vaccination–United States, 2013-14 influenza season. MMWR Morb Mortal Wkly Rep. 2014 Dec 12;63(49):1151-4. https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6349a2.htm </li><li>Reed C, Angulo FJ, Swerdlow DL, et al. Estimates of the Prevalence of Pandemic (H1N1) 2009, United States, April–July 2009. Emerg Infect Dis. 2009;15(12):2004-2007. https://dx.doi.org/10.3201/eid1512.091413  </li><li>Devine O, Pham H, Gunnels B, et al. Extrapolating Sentinel Surveillance Information to Estimate National COVID-19 Hospital Admission Rates: A Bayesian Modeling Approach. Influenza and Other Respiratory Viruses. https://onlinelibrary.wiley.com/doi/10.1111/irv.70026. Volume18, Issue10. October 2024.</li><li><a ref=""https://www.cdc.gov/covid/php/covid-net/index.html"">COVID-NET | COVID-19 | CDC </a></li><li>https://www.cdc.gov/covid/hcp/clinical-care/systematic-review-process.html  </li><li><a ref=""https://academic.oup.com/pnasnexus/article/1/3/pgac079/6604394?login=false"">Excess natural-cause deaths in California by cause and setting: March 2020 through February 2021 | PNAS Nexus | Oxford Academic (oup.com)</a></li><li>Kruschke, J. K. 2011. Doing Bayesian data analysis: a tutorial with R and BUGS. Elsevier, Amsterdam, Section 3.3.5.</li></ol>",291,212
2025-03-21T16:27:16.000Z,https://data.cdc.gov/d/sumd-iwm8,sumd-iwm8,Preliminary 2024-2025 U.S. RSV Burden Estimates,"['Season', 'High', 'Burden', 'Date', 'Low']",5,"This dataset represents preliminary estimates of cumulative U.S. RSV –associated disease burden estimates for the 2024-2025 season, including outpatient visits, hospitalizations, and deaths. Real-time estimates are preliminary and based on continuously collected surveillance data from patients hospitalized with laboratory-confirmed respiratory syncytial virus (RSV) infections. The data  come from the Respiratory Syncytial Virus Hospitalization Surveillance Network (RSV-NET), a surveillance platform that captures data from hospitals that serve about 8% of the U.S. population. Each week CDC estimates a range (i.e., lower estimate and an upper estimate) of RSV-associated disease burden estimates that have occurred since October 1, 2024.  

<b>Note:</b> Data are preliminary and subject to change as more data become available. Rates for recent RSV-associated hospital admissions are subject to reporting delays; as new data are received each week, previous rates are updated accordingly.  

<b>Note:</b> Preliminary burden estimates are not inclusive of data from all RSV-NET sites. Due to model limitations, sites with small sample sizes can impact estimates in unpredictable ways and are excluded for the benefit of model stability. CDC is working to address model limitations and include data from all sites in final burden estimates.  


<b>References</b>
<ol><li>Reed C, Chaves SS, Daily Kirley P, et al. Estimating influenza disease burden from population-based surveillance data in the United States. PLoS One. 2015;10(3):e0118369. https://doi.org/10.1371/journal.pone.0118369  </li><li>Rolfes, MA, Foppa, IM, Garg, S, et al. Annual estimates of the burden of seasonal influenza in the United States: A tool for strengthening influenza surveillance and preparedness. Influenza Other Respi Viruses. 2018; 12: 132– 137. https://doi.org/10.1111/irv.12486</li><li>Tokars  JI, Rolfes  MA, Foppa  IM, Reed  C.  An evaluation and update of methods for estimating the number of influenza cases averted by vaccination in the United States.   Vaccine. 2018;36(48):7331-7337. doi:10.1016/j.vaccine.2018.10.026 </li><li>Collier SA, Deng L, Adam EA, Benedict KM, Beshearse EM, Blackstock AJ, Bruce BB, Derado G, Edens C, Fullerton KE, Gargano JW, Geissler AL, Hall AJ, Havelaar AH, Hill VR, Hoekstra RM, Reddy SC, Scallan E, Stokes EK, Yoder JS, Beach MJ. Estimate of Burden and Direct Healthcare Cost of Infectious Waterborne Disease in the United States. Emerg Infect Dis. 2021 Jan;27(1):140-149. doi: 10.3201/eid2701.190676. PMID: 33350905; PMCID: PMC7774540.</li><li>Reed C, Kim IK, Singleton JA,  et al. Estimated influenza illnesses and hospitalizations averted by vaccination–United States, 2013-14 influenza season. MMWR Morb Mortal Wkly Rep. 2014 Dec 12;63(49):1151-4. https://www.cdc.gov/mmwr/preview/mmwrhtml/mm6349a2.htm </li><li>Reed C, Angulo FJ, Swerdlow DL, et al. Estimates of the Prevalence of Pandemic (H1N1) 2009, United States, April–July 2009. Emerg Infect Dis. 2009;15(12):2004-2007. https://dx.doi.org/10.3201/eid1512.091413  </li><li>Devine O, Pham H, Gunnels B, et al. Extrapolating Sentinel Surveillance Information to Estimate National COVID-19 Hospital Admission Rates: A Bayesian Modeling Approach. Influenza and Other Respiratory Viruses. https://onlinelibrary.wiley.com/doi/10.1111/irv.70026. Volume18, Issue10. October 2024.</li><li><a ref=""https://www.cdc.gov/covid/php/covid-net/index.html"">COVID-NET | COVID-19 | CDC </a></li><li>https://www.cdc.gov/covid/hcp/clinical-care/systematic-review-process.html  </li><li><a ref=""https://academic.oup.com/pnasnexus/article/1/3/pgac079/6604394?login=false"">Excess natural-cause deaths in California by cause and setting: March 2020 through February 2021 | PNAS Nexus | Oxford Academic (oup.com)</a></li><li>Kruschke, J. K. 2011. Doing Bayesian data analysis: a tutorial with R and BUGS. Elsevier, Amsterdam, Section 3.3.5.</li></ol>",291,56
2025-03-25T15:49:29.000Z,https://data.cdc.gov/d/8yup-c35n,8yup-c35n,"Weekly Differences in Cumulative COVID-19 Vaccination Coverage and Comparison Between 2024–25 and 2023–24 Among Adults 18 Years, Overall, by Selected Demographics","['Difference_Estimate_Upper_95 CI', 'Estimate Difference', 'Comparison Group 2 Sort Order', 'Comparison_Group2_Point_Estimate', 'Significant_at_95_pct', 'Comparison_Type', 'Comparison_Group1_Point_Estimate', 'Comparison_Group 2', 'Comparison_Group 1', 'Current_Season_Week_Ending_Label', 'Difference_Estimate_Lower_95 CI', 'Week_Ending', 'Comparison Group 1 Sort']",13,"• Weekly COVID-19 Vaccination Coverage and Comparison among adults 18 Years and Older by Jurisdiction

 • Weekly estimates of COVID-19 vaccination coverage and intent for vaccination among adults are calculated using data from the National Immunization Survey–Adult COVID Module (NIS–ACM) (https://www.cdc.gov/nis/about/index.html).

 • Weekly comparisons to previous season should take into account differences between seasons in vaccine availability dates. 2023–24 COVID-19 vaccines were first available mid-September 2023, and 2024–25 COVID-19 vaccines were first available at the end of August 2024. ",286,22
2025-03-25T15:51:11.000Z,https://data.cdc.gov/d/q84f-e68r,q84f-e68r,"Monthly Cumulative Number and Percent of Persons Who Received 1+ 2024-25 COVID-19 Vaccination Doses and Comparison between 2024-25 and 2023-24 Seasons, by Age Group and Jurisdiction, United States","['Age_group_label', 'Previous_season_numerator', 'Previous_covid_Season', 'Current_season', 'Difference_in_season_estimate', 'Numerator', '2024_25_estimate', 'Child_or_adult', 'Previous_Estimate', 'Difference_indicator', 'Month', 'Jurisdiction', 'Population']",13,"• Monthly Cumulative Percent of Persons Who Received 1+ 2024-25 COVID-19 Vaccination Doses and Comparison between 2024─25 and 2023─24 Seasons, by Age Group and Jurisdiction, by Age Group and Jurisdiction

• COVID-19 vaccination coverage for children and adults is assessed through U.S. jurisdictions’ Immunization Information Systems Resources (IIS) data, submitted from jurisdictions to CDC monthly in aggregate by age group (https://www.cdc.gov/iis/about/)",285,36
2025-03-17T18:57:20.000Z,https://data.cdc.gov/d/4kn2-jirk,4kn2-jirk,"DQS Use of selected substances in the past 30 days among 12th graders, 10th graders, and 8th graders, by sex and race: United States","['SUBTOPIC_ID', 'CLASSIFICATION_ID', 'GROUP', 'GROUP_ID', 'GROUP_ORDER', 'SUBGROUP', 'ESTIMATE', 'TIME_PERIOD_ID', 'ESTIMATE_TYPE_ID', 'SUBGROUP_ORDER', 'ESTIMATE_TYPE', 'ESTIMATE_UCI', 'STANDARD_ERROR', 'CLASSIFICATION', 'ESTIMATE_LCI', 'SUBGROUP_ID', 'FLAG', 'TIME_PERIOD', 'SUBTOPIC', 'FOOTNOTE_ID_LIST', 'TOPIC']",21,"Data on use of selected substances in the past 30 days among 12th graders, 10th graders, and 8th graders in the United States, by sex and race. Data are from Health, United States. Source: Monitoring the Future, Institute for Social Research, University of Michigan, supported by National Institutes of Health, National Institute on Drug Abuse.
Search, visualize, and download these and other estimates from over 120 health topics with the NCHS Data Query System (DQS), available from: https://www.cdc.gov/nchs/dataquery/index.htm.",284,31
2025-03-25T15:50:59.000Z,https://data.cdc.gov/d/eanj-9nie,eanj-9nie,"Weekly Differences in Cumulative COVID-19 Vaccination Coverage and Comparison Between 2024–25 and 2023–24, Overall, by Jurisdiction Among Adults 18 Years","['BinRangeText', 'Past_CI_HalfWidth_95pct', 'Difference_indicator', 'Geography_name_order', 'Curr_est', 'Curr_CI_HalfWidth_95pct', 'Season_filter_text', 'Curr_season', 'Geography_level', 'past_week_ending', 'Difference_legend_sort', 'Demographic_Name', 'Past_season', 'Past_est', 'curr_ci_95', 'Geography_name', 'Significance', 'Past_CI_95', 'Demographic_Level', 'Difference_estimate', 'BinRangeOrder', 'Current_season_Week_Ending_Label', 'diff_CL_95']",23,"Weekly COVID-19 Vaccination Coverage of Adults18 Years and Older by Jurisdiction • Weekly estimates of COVID-19 vaccination coverage and intent among adults 18 years and older are calculated using data from the National Immunization Survey–Adult COVID Module (NIS–ACM)(https://www.cdc.gov/nis/about/index.html). 

Weekly comparisons to previous season should take into account differences between seasons in vaccine availability dates. 2023–24 COVID-19 vaccines were first available mid-September 2023, and 2024–25 COVID-19 vaccines were first available at the end of August 2024.",279,25
2025-03-25T15:52:14.000Z,https://data.cdc.gov/d/n97r-u9uh,n97r-u9uh,Weekly Cumulative Percentage of Children Ages 6 Months -17 Years Who Are Up to date with COVID-19 Vaccines and Comparison Between 2023-24 and 2024-25 by Jurisdiction,"['curr_ci_halfwidth_95pct', 'curr_season', 'significance', 'difference_indicator', 'vaccine', 'prev_week_ending', 'estimate', 'past_est', 'demographic_name', 'geographic_level', 'curr_est', 'indicator_label', 'past_ci_halfwidth_95pct', 'past_ci_95', 'month_week', 'curr_week_ending', 'prev_season', 'demographic_level', 'geographic_name', 'binrangeorder', 'binrangetext', 'diff_ci_95', 'curr_ci_95', 'difference_estimate']",24,"• Weekly Cumulative Percentage of Children 6 Months–17 Years Who Are Up to Date with COVID-19 Vaccines and Comparison Between 2023–24 and 2024–25 by Jurisdiction.

• Weekly estimates of COVID-19 vaccination coverage and parental intent for vaccination among children through December 31, 2023, were calculated using data from the National Immunization Survey–Child COVID Module (NIS–CCM). The NIS–CCM was discontinued at the end of 2023 and questions regarding COVID-19 vaccination status and intent were added to the National Immunization Survey–Flu (NIS–Flu) (https://www.cdc.gov/nis/about/index.html).",274,12
2025-03-25T15:47:36.000Z,https://data.cdc.gov/d/4g6p-3ed6,4g6p-3ed6,"Weekly Differences in Cumulative Influenza Vaccination Coverage and Comparison Between 2024-25 and 2023-24 Among Adults 18 Years, Overall, by Selected Demographics","['Difference_Estimate_Lower_95_CI', 'Comparison_Group 1_Sort_Order', 'Estimate_Difference', 'Comparison_Group 2', 'Comparison_Group 1', 'Current_Season_Week_Ending_Label', 'Week_Ending', 'Comparison_Group 1_Point_Estimate', 'Demographic Level', 'Comparison_Type', 'Comparison_Group 2_Point_Estimate', 'Significant_at_95_Pct', 'Comparison_Group 2_Sort_Order', 'Difference_Estimate_Upper_95_CI']",14,"• Weekly Influenza Vaccination Coverage and Comparison among adults 18 Years and Older by Jurisdiction

 • Weekly estimates of influenza vaccination coverage and intent for vaccination among adults are calculated using data from the National Immunization Survey–Adult COVID Module (NIS–ACM) (https://www.cdc.gov/nis/about/).",272,15
2025-03-25T15:51:46.000Z,https://data.cdc.gov/d/qr63-vqq5,qr63-vqq5,"Weekly Cumulative Influenza Vaccination Coverage and Comparison Between 2023–24 and 2024–25± by Jurisdiction, Children 6 Months–17 Years, United States","['season_filter_text', 'Current_Season_Week_Ending_Label', 'Diff_CI_95', 'geographic_level', 'demographic_name_sort_order', 'curr_CI_95', 'geographic_name', 'Difference_legend_sort', 'past_est', 'past_CI_HalfWidth', 'Previous_Week_Ending_Date', 'Difference_Estimate', 'Difference_indicator', 'curr_est', 'Significance', 'curr_CI_HalfWidth', 'demographic_name', 'BinRangeText', 'BinRangeOrder', 'Month_Week', 'curr_season', 'Geography_name_order', 'past_season', 'Current_Week_Ending_Date']",24,"• Weekly Cumulative Influenza Vaccination Coverage and Comparison Between 2023-24 and 2024-25 by Jurisdiction, Children 6 Months–17, United States.

• Weekly Influenza vaccination coverage and parental intent for vaccination among children is calculated using data from the National Immunization Survey–Flu (NIS–Flu) (https://www.cdc.gov/nis/about/index.html). NIS–Flu is a national random-digit-dialed cellular telephone survey of households with children ages 6 months–17 years conducted during October-June. The respondent to a NIS–Flu survey is a parent or guardian who said they were knowledgeable about the child’s vaccination history. All estimates are based upon parental report of receipt of vaccination and month of that vaccination.",267,12
2025-03-25T15:48:46.000Z,https://data.cdc.gov/d/ndai-i7s4,ndai-i7s4,"Weekly Differences in Cumulative RSV Vaccination Coverage Among Adults 75 and Older and 60–74 Years with High-Risk Conditions Ever Vaccinated with RSV Vaccine, Overall, by Selected Demographics","['Difference_Estimate_Lower_95_CI', 'Estimate Difference', 'Comparison Group 2 ', 'Comparison Group 2 Sort Order', 'Comparison Group 1 Sort Order', 'Demographic Level', 'Week Ending', 'age_group', 'Significant_at_95_pct', 'Comparison Group 2 Estimate', 'Difference_Estimate_Upper_95_CI', 'Comparison Group 1 Estimate', 'Comparison Group 1']",13,"• Weekly Cumulative RSV Vaccination Coverage and Intent Among Adults 75 Years and Older and 60─74 Years with High Risk Conditions Ever Vaccinated with RSV Vaccine by Demographic Characteristics and Jurisdiction 
• Weekly estimates of RSV vaccination coverage and intent among adults 75 years and older and 60─74 years with high risk conditions are calculated using data from the National Immunization Survey–Adult COVID Module (NIS–ACM) (https://www.cdc.gov/nis/about/)
• In June 2023, the Advisory Committee on Immunization Practices (ACIP) voted to recommend that adults aged ≥60 years may receive a single dose of an RSV vaccine, using shared clinical decision-making. In June 2024, the ACIP voted to recommend a single dose of RSV vaccine for all adults 75 years and older and adults 60–74 years who are at increased risk for severe RSV disease. The data below captures ever receiving a dose of an RSV vaccine by adults 60 years and older. ",263,5
2025-03-25T15:48:45.000Z,https://data.cdc.gov/d/rdng-ki53,rdng-ki53,"Weekly Cumulative Influenza Vaccination Coverage and Comparison Between 2024–25 and 2023–24, Overall, by Jurisdiction, Among Adults 18 Years and Older","['Curr_estimate', 'Geography_name_order', 'Geography_Name', 'Geographic Level', 'Curr_CI_95', 'Curr_season', 'Significance', 'Estimate_Difference', 'Current_Season_Week_Ending_Date', 'BinRangeOrder', 'Past_CI_HalfWidth', 'Season_filter_text', 'Diff_CI_95', 'Past_Season_Week_Ending_Date', 'BinRangeText', 'Past_season', 'Month_Week', 'Comparison_Type', 'Difference_indicator', 'Curr_CI_HalfWidth', 'Past_estimate', 'Difference_legend_sort']",22,"• Weekly Influenza Vaccination Coverage and Comparison among adults 18 Years and Older by Jurisdiction

 • Weekly estimates of influenza vaccination coverage and intent for vaccination among adults are calculated using data from the National Immunization Survey–Adult COVID Module (NIS–ACM) (https://www.cdc.gov/nis/about/).",257,19
2025-03-18T10:49:41.000Z,https://data.cdc.gov/d/w9cp-q6sg,w9cp-q6sg,"DQS Obesity among children and adolescents aged 2–19 years, by selected characteristics: United States","['STANDARD_ERROR', 'GROUP_ID', 'SUBGROUP_ID', 'TIME_PERIOD_ID', 'SUBGROUP_ORDER', 'SUBTOPIC', 'CLASSIFICATION_ID', 'SUBGROUP', 'CLASSIFICATION', 'TIME_PERIOD', 'ESTIMATE_UCI', 'ESTIMATE_LCI', 'ESTIMATE_TYPE_ID', 'ESTIMATE', 'GROUP_ORDER', 'TOPIC', 'FLAG', 'ESTIMATE_TYPE', 'GROUP', 'SUBTOPIC_ID', 'FOOTNOTE_ID_LIST']",21,"Data on obesity among children and adolescents aged 2-19 years in the United States, by selected characteristics, including sex, age, race, Hispanic origin, and poverty level. Data are from Health, United States. SOURCE: National Center for Health Statistics, National Health and Nutrition Examination Survey.
Search, visualize, and download these and other estimates from over 120 health topics with the NCHS Data Query System (DQS), available from: https://www.cdc.gov/nchs/dataquery/index.htm.",248,25
2025-03-25T15:51:47.000Z,https://data.cdc.gov/d/amjr-ph5r,amjr-ph5r,"Weekly Differences in Cumulative Influenza Vaccination Coverage by Selected Demographics and by Season, 2024-25 and 2024-25 Compared with 2023-24, Children 6 Months -17 Years, United States","['estimate_difference', 'comparison_group1_point_estimate', 'week_ending', 'comparison_group_2_sort_order', 'comparison_group_2', 'difference_estimate_lower_95_ci', 'current_season_week_ending_label', 'difference_estimate_upper_95_ci', 'comparison_group_1', 'significant_at_95_pct', 'comparison_group_1_sort_order', 'comparison_type', 'comparison_group2_point_estimate']",13,"• Weekly Differences in Cumulative Influenza Vaccination Coverage by Selected Demographics and by Season, 2024-25 and 2024-25 Compared with 2023-24, Children 6 Months–17 Years, United States.

• Weekly Influenza vaccination coverage and parental intent for vaccination among children is calculated using data from the National Immunization Survey–Flu (NIS–Flu) (https://www.cdc.gov/nis/about/index.html). NIS–Flu is a national random-digit-dialed cellular telephone survey of households with children ages 6 months–17 years conducted during October-June. The respondent to a NIS–Flu survey is a parent or guardian who said they were knowledgeable about the child’s vaccination history. All estimates are based upon parental report of receipt of vaccination and month of that vaccination.",246,11
2025-03-21T16:02:13.000Z,https://data.cdc.gov/d/5dqz-y4ea,5dqz-y4ea,CDC Epidemic Trends and Rt,"['BuildNumber', 'lower', 'median', 'date', 'as_of', 'upper', 'state', 'interval_width', 'category', 'p_growing', 'disease']",11,"An archive of estimated trend categories, probabilities of epidemic growth, and Rt, updated weekly for COVID-19 and flu. Estimates are based on emergency department visits reported to the National Syndromic Surveillance Program (NSSP), and generated using a model that includes nowcasting to adjust for incomplete reports on the most recent dates. See the visuals supported by these data, and more information about the data, models and methods at https://www.cdc.gov/cfa-modeling-and-forecasting/rt-estimates/index.html, and https://www.cdc.gov/respiratory-viruses/data/activity-levels.html.

For a semi-technical overview of the modeling methods used to generate these estimates see https://www.cdc.gov/cfa-behind-the-model/php/data-research/rt-estimates/index.html.

For the code used to run the models, see https://github.com/CDCgov/cfa-epinow2-pipeline.",242,23
2025-02-04T19:25:25.000Z,https://data.cdc.gov/d/4giy-47wy,4giy-47wy,"DQS Death rates for malignant neoplasms, by sex, race, Hispanic origin, and age: United States","['FOOTNOTE_ID_LIST', 'ESTIMATE_UCI', 'ESTIMATE_LCI', 'ESTIMATE', 'TIME_PERIOD_ID', 'SUBTOPIC', 'ESTIMATE_TYPE_ID', 'ESTIMATE_TYPE', 'SUBGROUP_ORDER', 'SUBGROUP', 'GROUP', 'CLASSIFICATION', 'TOPIC', 'GROUP_ID', 'FLAG', 'STANDARD_ERROR', 'TIME_PERIOD', 'SUBGROUP_ID', 'GROUP_ORDER', 'CLASSIFICATION_ID', 'SUBTOPIC_ID']",21,"Data on death rates for neoplasms in the United States, by age, sex, race, and Hispanic origin. Data are from Health, United States. SOURCE: National Center for Health Statistics, National Vital Statistics System, Mortality File.
Search, visualize, and download these and other estimates from over 120 health topics with the NCHS Data Query System (DQS), available from: https://www.cdc.gov/nchs/dataquery/index.htm.",235,37
